group,feature,selected
multiscale_history,avg_cell_temp_span_c_pct_change1,False
multiscale_history,avg_cell_temp_span_c_rate_per_day1,False
multiscale_history,avg_cell_temp_span_c_diff3,False
multiscale_history,avg_cell_temp_span_c_pct_change3,False
multiscale_history,avg_cell_temp_span_c_rate_per_day3,False
multiscale_history,avg_cell_temp_span_c_diff5,False
multiscale_history,avg_cell_temp_span_c_pct_change5,False
multiscale_history,avg_cell_temp_span_c_rate_per_day5,False
multiscale_history,avg_cell_temp_span_c_rollmean_2,False
multiscale_history,avg_cell_temp_span_c_rollstd_2,False
multiscale_history,avg_cell_temp_span_c_rollmin_2,False
multiscale_history,avg_cell_temp_span_c_rollmax_2,False
multiscale_history,avg_cell_temp_span_c_rollslope_2,False
multiscale_history,avg_cell_temp_span_c_rollmean_3,False
multiscale_history,avg_cell_temp_span_c_rollstd_3,False
multiscale_history,avg_cell_temp_span_c_rollmin_3,False
multiscale_history,avg_cell_temp_span_c_rollmax_3,False
multiscale_history,avg_cell_temp_span_c_rollslope_3,False
multiscale_history,avg_cell_temp_span_c_rollmean_5,False
multiscale_history,avg_cell_temp_span_c_rollstd_5,False
multiscale_history,avg_cell_temp_span_c_rollmin_5,False
multiscale_history,avg_cell_temp_span_c_rollmax_5,False
multiscale_history,avg_cell_temp_span_c_rollslope_5,False
multiscale_history,avg_cell_temp_span_c_rollmean_8,False
multiscale_history,avg_cell_temp_span_c_rollstd_8,False
multiscale_history,avg_cell_temp_span_c_rollmin_8,False
multiscale_history,avg_cell_temp_span_c_rollmax_8,False
multiscale_history,avg_cell_temp_span_c_rollslope_8,False
multiscale_history,avg_cell_temp_span_c_rollmean_13,False
multiscale_history,avg_cell_temp_span_c_rollstd_13,False
multiscale_history,avg_cell_temp_span_c_rollmin_13,False
multiscale_history,avg_cell_temp_span_c_rollmax_13,False
multiscale_history,avg_cell_temp_span_c_rollslope_13,False
multiscale_history,avg_cell_temp_span_c_rollmean_21,False
multiscale_history,avg_cell_temp_span_c_rollstd_21,False
multiscale_history,avg_cell_temp_span_c_rollmin_21,False
multiscale_history,avg_cell_temp_span_c_rollmax_21,False
multiscale_history,avg_cell_temp_span_c_rollslope_21,False
multiscale_history,avg_cell_temp_span_c_ewmmean_3,False
multiscale_history,avg_cell_temp_span_c_ewmstd_3,False
multiscale_history,avg_cell_temp_span_c_ewmmean_5,False
multiscale_history,avg_cell_temp_span_c_ewmstd_5,False
multiscale_history,avg_cell_temp_span_c_ewmmean_8,False
multiscale_history,avg_cell_temp_span_c_ewmstd_8,False
multiscale_history,avg_cell_temp_span_c_ewmmean_13,False
multiscale_history,avg_cell_temp_span_c_ewmstd_13,False
multiscale_history,soc_mean_pct_lag1,False
multiscale_history,soc_mean_pct_lag2,False
multiscale_history,soc_mean_pct_lag3,False
multiscale_history,soc_mean_pct_lag5,False
multiscale_history,soc_mean_pct_lag8,False
multiscale_history,soc_mean_pct_lag13,False
multiscale_history,soc_mean_pct_diff1,False
multiscale_history,soc_mean_pct_pct_change1,False
multiscale_history,soc_mean_pct_rate_per_day1,False
multiscale_history,soc_mean_pct_diff3,False
multiscale_history,soc_mean_pct_pct_change3,False
multiscale_history,soc_mean_pct_rate_per_day3,False
multiscale_history,soc_mean_pct_diff5,False
multiscale_history,soc_mean_pct_pct_change5,False
multiscale_history,soc_mean_pct_rate_per_day5,False
multiscale_history,soc_mean_pct_rollmean_2,False
multiscale_history,soc_mean_pct_rollstd_2,False
multiscale_history,soc_mean_pct_rollmin_2,False
multiscale_history,soc_mean_pct_rollmax_2,False
multiscale_history,soc_mean_pct_rollslope_2,False
multiscale_history,soc_mean_pct_rollmean_3,False
multiscale_history,soc_mean_pct_rollstd_3,False
multiscale_history,soc_mean_pct_rollmin_3,False
multiscale_history,soc_mean_pct_rollmax_3,False
multiscale_history,soc_mean_pct_rollslope_3,False
multiscale_history,soc_mean_pct_rollmean_5,False
multiscale_history,soc_mean_pct_rollstd_5,False
multiscale_history,soc_mean_pct_rollmin_5,False
multiscale_history,soc_mean_pct_rollmax_5,False
multiscale_history,soc_mean_pct_rollslope_5,False
multiscale_history,soc_mean_pct_rollmean_8,False
multiscale_history,soc_mean_pct_rollstd_8,False
multiscale_history,soc_mean_pct_rollmin_8,False
multiscale_history,soc_mean_pct_rollmax_8,False
multiscale_history,soc_mean_pct_rollslope_8,False
multiscale_history,soc_mean_pct_rollmean_13,False
multiscale_history,soc_mean_pct_rollstd_13,False
multiscale_history,soc_mean_pct_rollmin_13,False
multiscale_history,soc_mean_pct_rollmax_13,False
multiscale_history,soc_mean_pct_rollslope_13,False
multiscale_history,soc_mean_pct_rollmean_21,False
multiscale_history,soc_mean_pct_rollstd_21,False
multiscale_history,soc_mean_pct_rollmin_21,False
multiscale_history,soc_mean_pct_rollmax_21,False
multiscale_history,soc_mean_pct_rollslope_21,False
multiscale_history,soc_mean_pct_ewmmean_3,False
multiscale_history,soc_mean_pct_ewmstd_3,False
multiscale_history,soc_mean_pct_ewmmean_5,False
multiscale_history,soc_mean_pct_ewmstd_5,False
multiscale_history,soc_mean_pct_ewmmean_8,False
multiscale_history,soc_mean_pct_ewmstd_8,False
multiscale_history,soc_mean_pct_ewmmean_13,False
multiscale_history,soc_mean_pct_ewmstd_13,False
multiscale_history,soc_span_pct_lag1,False
multiscale_history,soc_span_pct_lag2,False
multiscale_history,soc_span_pct_lag3,False
multiscale_history,soc_span_pct_lag5,False
multiscale_history,soc_span_pct_lag8,False
multiscale_history,soc_span_pct_lag13,False
multiscale_history,soc_span_pct_diff1,False
multiscale_history,soc_span_pct_pct_change1,False
multiscale_history,soc_span_pct_rate_per_day1,False
multiscale_history,soc_span_pct_diff3,False
multiscale_history,soc_span_pct_pct_change3,False
multiscale_history,soc_span_pct_rate_per_day3,False
multiscale_history,soc_span_pct_diff5,False
multiscale_history,soc_span_pct_pct_change5,False
multiscale_history,soc_span_pct_rate_per_day5,False
multiscale_history,soc_span_pct_rollmean_2,False
multiscale_history,soc_span_pct_rollstd_2,False
multiscale_history,soc_span_pct_rollmin_2,False
multiscale_history,soc_span_pct_rollmax_2,False
multiscale_history,soc_span_pct_rollslope_2,False
multiscale_history,soc_span_pct_rollmean_3,False
multiscale_history,soc_span_pct_rollstd_3,False
multiscale_history,soc_span_pct_rollmin_3,False
multiscale_history,soc_span_pct_rollmax_3,False
multiscale_history,soc_span_pct_rollslope_3,False
multiscale_history,soc_span_pct_rollmean_5,False
multiscale_history,soc_span_pct_rollstd_5,False
multiscale_history,soc_span_pct_rollmin_5,False
multiscale_history,soc_span_pct_rollmax_5,False
multiscale_history,soc_span_pct_rollslope_5,False
multiscale_history,soc_span_pct_rollmean_8,False
multiscale_history,soc_span_pct_rollstd_8,False
multiscale_history,soc_span_pct_rollmin_8,False
multiscale_history,soc_span_pct_rollmax_8,False
multiscale_history,soc_span_pct_rollslope_8,False
multiscale_history,soc_span_pct_rollmean_13,False
multiscale_history,soc_span_pct_rollstd_13,False
multiscale_history,soc_span_pct_rollmin_13,False
multiscale_history,soc_span_pct_rollmax_13,False
multiscale_history,soc_span_pct_rollslope_13,False
multiscale_history,soc_span_pct_rollmean_21,False
multiscale_history,soc_span_pct_rollstd_21,False
multiscale_history,soc_span_pct_rollmin_21,False
multiscale_history,soc_span_pct_rollmax_21,False
multiscale_history,soc_span_pct_rollslope_21,False
multiscale_history,soc_span_pct_ewmmean_3,False
multiscale_history,soc_span_pct_ewmstd_3,False
multiscale_history,soc_span_pct_ewmmean_5,False
multiscale_history,soc_span_pct_ewmstd_5,False
multiscale_history,soc_span_pct_ewmmean_8,False
multiscale_history,soc_span_pct_ewmstd_8,False
multiscale_history,soc_span_pct_ewmmean_13,False
multiscale_history,soc_span_pct_ewmstd_13,False
multiscale_history,event_duration_s_lag1,False
multiscale_history,event_duration_s_lag2,False
multiscale_history,event_duration_s_lag3,False
multiscale_history,event_duration_s_lag5,False
multiscale_history,event_duration_s_lag8,False
multiscale_history,event_duration_s_lag13,False
multiscale_history,event_duration_s_diff1,False
multiscale_history,event_duration_s_pct_change1,False
multiscale_history,event_duration_s_rate_per_day1,False
multiscale_history,event_duration_s_diff3,False
multiscale_history,event_duration_s_pct_change3,False
multiscale_history,event_duration_s_rate_per_day3,False
multiscale_history,event_duration_s_diff5,False
multiscale_history,event_duration_s_pct_change5,False
multiscale_history,event_duration_s_rate_per_day5,False
multiscale_history,event_duration_s_rollmean_2,False
multiscale_history,event_duration_s_rollstd_2,False
multiscale_history,event_duration_s_rollmin_2,False
multiscale_history,event_duration_s_rollmax_2,False
multiscale_history,event_duration_s_rollslope_2,False
multiscale_history,event_duration_s_rollmean_3,False
multiscale_history,event_duration_s_rollstd_3,False
multiscale_history,event_duration_s_rollmin_3,False
multiscale_history,event_duration_s_rollmax_3,False
multiscale_history,event_duration_s_rollslope_3,False
multiscale_history,event_duration_s_rollmean_5,False
multiscale_history,event_duration_s_rollstd_5,False
multiscale_history,event_duration_s_rollmin_5,False
multiscale_history,event_duration_s_rollmax_5,False
multiscale_history,event_duration_s_rollslope_5,False
multiscale_history,event_duration_s_rollmean_8,False
multiscale_history,event_duration_s_rollstd_8,False
multiscale_history,event_duration_s_rollmin_8,False
multiscale_history,event_duration_s_rollmax_8,False
multiscale_history,event_duration_s_rollslope_8,False
multiscale_history,event_duration_s_rollmean_13,False
multiscale_history,event_duration_s_rollstd_13,False
multiscale_history,event_duration_s_rollmin_13,False
multiscale_history,event_duration_s_rollmax_13,False
multiscale_history,event_duration_s_rollslope_13,False
multiscale_history,event_duration_s_rollmean_21,False
multiscale_history,event_duration_s_rollstd_21,False
multiscale_history,event_duration_s_rollmin_21,False
multiscale_history,event_duration_s_rollmax_21,False
multiscale_history,event_duration_s_rollslope_21,False
multiscale_history,event_duration_s_ewmmean_3,False
multiscale_history,event_duration_s_ewmstd_3,False
multiscale_history,event_duration_s_ewmmean_5,False
multiscale_history,event_duration_s_ewmstd_5,False
multiscale_history,event_duration_s_ewmmean_8,False
multiscale_history,event_duration_s_ewmstd_8,False
multiscale_history,event_duration_s_ewmmean_13,False
multiscale_history,event_duration_s_ewmstd_13,False
multiscale_history,delta_days_lag1,False
multiscale_history,delta_days_lag2,False
multiscale_history,delta_days_lag3,False
multiscale_history,delta_days_lag5,False
multiscale_history,delta_days_lag8,False
multiscale_history,delta_days_lag13,False
multiscale_history,delta_days_diff1,False
multiscale_history,delta_days_pct_change1,False
multiscale_history,delta_days_rate_per_day1,False
multiscale_history,delta_days_diff3,False
multiscale_history,delta_days_pct_change3,False
multiscale_history,delta_days_rate_per_day3,False
multiscale_history,delta_days_diff5,False
multiscale_history,delta_days_pct_change5,False
multiscale_history,delta_days_rate_per_day5,False
multiscale_history,delta_days_rollmean_2,False
multiscale_history,delta_days_rollstd_2,False
multiscale_history,delta_days_rollmin_2,False
multiscale_history,delta_days_rollmax_2,False
multiscale_history,delta_days_rollslope_2,False
multiscale_history,delta_days_rollmean_3,False
multiscale_history,delta_days_rollstd_3,False
multiscale_history,delta_days_rollmin_3,False
multiscale_history,delta_days_rollmax_3,False
multiscale_history,delta_days_rollslope_3,False
multiscale_history,delta_days_rollmean_5,False
multiscale_history,delta_days_rollstd_5,False
multiscale_history,delta_days_rollmin_5,False
multiscale_history,delta_days_rollmax_5,False
multiscale_history,delta_days_rollslope_5,False
multiscale_history,delta_days_rollmean_8,False
multiscale_history,delta_days_rollstd_8,False
multiscale_history,delta_days_rollmin_8,False
multiscale_history,delta_days_rollmax_8,False
multiscale_history,delta_days_rollslope_8,False
multiscale_history,delta_days_rollmean_13,False
multiscale_history,delta_days_rollstd_13,False
multiscale_history,delta_days_rollmin_13,False
multiscale_history,delta_days_rollmax_13,False
multiscale_history,delta_days_rollslope_13,False
multiscale_history,delta_days_rollmean_21,False
multiscale_history,delta_days_rollstd_21,False
multiscale_history,delta_days_rollmin_21,False
multiscale_history,delta_days_rollmax_21,False
multiscale_history,delta_days_rollslope_21,False
multiscale_history,delta_days_ewmmean_3,False
multiscale_history,delta_days_ewmstd_3,False
multiscale_history,delta_days_ewmmean_5,False
multiscale_history,delta_days_ewmstd_5,False
multiscale_history,delta_days_ewmmean_8,False
multiscale_history,delta_days_ewmstd_8,False
multiscale_history,delta_days_ewmmean_13,False
multiscale_history,delta_days_ewmstd_13,False
multiscale_history,cumulative_event_count_lag1,False
multiscale_history,cumulative_event_count_lag2,False
multiscale_history,cumulative_event_count_lag3,False
multiscale_history,cumulative_event_count_lag5,False
multiscale_history,cumulative_event_count_lag8,False
multiscale_history,cumulative_event_count_lag13,False
multiscale_history,cumulative_event_count_diff1,False
multiscale_history,cumulative_event_count_pct_change1,False
multiscale_history,cumulative_event_count_rate_per_day1,False
multiscale_history,cumulative_event_count_diff3,False
multiscale_history,cumulative_event_count_pct_change3,False
multiscale_history,cumulative_event_count_rate_per_day3,False
multiscale_history,cumulative_event_count_diff5,False
multiscale_history,cumulative_event_count_pct_change5,False
multiscale_history,cumulative_event_count_rate_per_day5,False
multiscale_history,cumulative_event_count_rollmean_2,False
multiscale_history,cumulative_event_count_rollstd_2,False
multiscale_history,cumulative_event_count_rollmin_2,False
multiscale_history,cumulative_event_count_rollmax_2,False
multiscale_history,cumulative_event_count_rollslope_2,False
multiscale_history,cumulative_event_count_rollmean_3,False
multiscale_history,cumulative_event_count_rollstd_3,False
multiscale_history,cumulative_event_count_rollmin_3,False
multiscale_history,cumulative_event_count_rollmax_3,False
multiscale_history,cumulative_event_count_rollslope_3,False
multiscale_history,cumulative_event_count_rollmean_5,False
multiscale_history,cumulative_event_count_rollstd_5,False
multiscale_history,cumulative_event_count_rollmin_5,False
multiscale_history,cumulative_event_count_rollmax_5,False
multiscale_history,cumulative_event_count_rollslope_5,False
multiscale_history,cumulative_event_count_rollmean_8,False
multiscale_history,cumulative_event_count_rollstd_8,False
multiscale_history,cumulative_event_count_rollmin_8,False
multiscale_history,cumulative_event_count_rollmax_8,False
multiscale_history,cumulative_event_count_rollslope_8,False
multiscale_history,cumulative_event_count_rollmean_13,False
multiscale_history,cumulative_event_count_rollstd_13,False
multiscale_history,cumulative_event_count_rollmin_13,False
multiscale_history,cumulative_event_count_rollmax_13,False
multiscale_history,cumulative_event_count_rollslope_13,False
multiscale_history,cumulative_event_count_rollmean_21,False
multiscale_history,cumulative_event_count_rollstd_21,False
multiscale_history,cumulative_event_count_rollmin_21,False
multiscale_history,cumulative_event_count_rollmax_21,False
multiscale_history,cumulative_event_count_rollslope_21,False
multiscale_history,cumulative_event_count_ewmmean_3,False
multiscale_history,cumulative_event_count_ewmstd_3,False
multiscale_history,cumulative_event_count_ewmmean_5,False
multiscale_history,cumulative_event_count_ewmstd_5,False
multiscale_history,cumulative_event_count_ewmmean_8,False
multiscale_history,cumulative_event_count_ewmstd_8,False
multiscale_history,cumulative_event_count_ewmmean_13,False
multiscale_history,cumulative_event_count_ewmstd_13,False
multiscale_history,cumulative_flight_count_lag1,False
multiscale_history,cumulative_flight_count_lag2,False
multiscale_history,cumulative_flight_count_lag3,False
multiscale_history,cumulative_flight_count_lag5,False
multiscale_history,cumulative_flight_count_lag8,False
multiscale_history,cumulative_flight_count_lag13,False
multiscale_history,cumulative_flight_count_diff1,False
multiscale_history,cumulative_flight_count_pct_change1,False
multiscale_history,cumulative_flight_count_rate_per_day1,False
multiscale_history,cumulative_flight_count_diff3,False
multiscale_history,cumulative_flight_count_pct_change3,False
multiscale_history,cumulative_flight_count_rate_per_day3,False
multiscale_history,cumulative_flight_count_diff5,False
multiscale_history,cumulative_flight_count_pct_change5,False
multiscale_history,cumulative_flight_count_rate_per_day5,False
multiscale_history,cumulative_flight_count_rollmean_2,False
multiscale_history,cumulative_flight_count_rollstd_2,False
multiscale_history,cumulative_flight_count_rollmin_2,False
multiscale_history,cumulative_flight_count_rollmax_2,False
multiscale_history,cumulative_flight_count_rollslope_2,False
multiscale_history,cumulative_flight_count_rollmean_3,False
multiscale_history,cumulative_flight_count_rollstd_3,False
multiscale_history,cumulative_flight_count_rollmin_3,False
multiscale_history,cumulative_flight_count_rollmax_3,False
multiscale_history,cumulative_flight_count_rollslope_3,False
multiscale_history,cumulative_flight_count_rollmean_5,False
multiscale_history,cumulative_flight_count_rollstd_5,False
multiscale_history,cumulative_flight_count_rollmin_5,False
multiscale_history,cumulative_flight_count_rollmax_5,False
multiscale_history,cumulative_flight_count_rollslope_5,False
multiscale_history,cumulative_flight_count_rollmean_8,False
multiscale_history,cumulative_flight_count_rollstd_8,False
multiscale_history,cumulative_flight_count_rollmin_8,False
multiscale_history,cumulative_flight_count_rollmax_8,False
multiscale_history,cumulative_flight_count_rollslope_8,False
multiscale_history,cumulative_flight_count_rollmean_13,False
multiscale_history,cumulative_flight_count_rollstd_13,False
multiscale_history,cumulative_flight_count_rollmin_13,False
multiscale_history,cumulative_flight_count_rollmax_13,False
multiscale_history,cumulative_flight_count_rollslope_13,False
multiscale_history,cumulative_flight_count_rollmean_21,False
multiscale_history,cumulative_flight_count_rollstd_21,False
multiscale_history,cumulative_flight_count_rollmin_21,False
multiscale_history,cumulative_flight_count_rollmax_21,False
multiscale_history,cumulative_flight_count_rollslope_21,False
multiscale_history,cumulative_flight_count_ewmmean_3,False
multiscale_history,cumulative_flight_count_ewmstd_3,False
multiscale_history,cumulative_flight_count_ewmmean_5,False
multiscale_history,cumulative_flight_count_ewmstd_5,False
multiscale_history,cumulative_flight_count_ewmmean_8,False
multiscale_history,cumulative_flight_count_ewmstd_8,False
multiscale_history,cumulative_flight_count_ewmmean_13,False
multiscale_history,cumulative_flight_count_ewmstd_13,False
multiscale_history,instant_stress_index_lag1,False
multiscale_history,instant_stress_index_lag2,False
multiscale_history,instant_stress_index_lag3,False
multiscale_history,instant_stress_index_lag5,False
multiscale_history,instant_stress_index_lag8,False
multiscale_history,instant_stress_index_lag13,False
multiscale_history,instant_stress_index_diff1,False
multiscale_history,instant_stress_index_pct_change1,False
multiscale_history,instant_stress_index_rate_per_day1,False
multiscale_history,instant_stress_index_diff3,False
multiscale_history,instant_stress_index_pct_change3,False
multiscale_history,instant_stress_index_rate_per_day3,False
multiscale_history,instant_stress_index_diff5,False
multiscale_history,instant_stress_index_pct_change5,False
multiscale_history,instant_stress_index_rate_per_day5,False
multiscale_history,instant_stress_index_rollmean_2,False
multiscale_history,instant_stress_index_rollstd_2,False
multiscale_history,instant_stress_index_rollmin_2,False
multiscale_history,instant_stress_index_rollmax_2,False
multiscale_history,instant_stress_index_rollslope_2,False
multiscale_history,instant_stress_index_rollmean_3,False
multiscale_history,instant_stress_index_rollstd_3,False
multiscale_history,instant_stress_index_rollmin_3,False
multiscale_history,instant_stress_index_rollmax_3,False
multiscale_history,instant_stress_index_rollslope_3,False
multiscale_history,instant_stress_index_rollmean_5,False
multiscale_history,instant_stress_index_rollstd_5,False
multiscale_history,instant_stress_index_rollmin_5,False
multiscale_history,instant_stress_index_rollmax_5,False
multiscale_history,instant_stress_index_rollslope_5,False
multiscale_history,instant_stress_index_rollmean_8,False
multiscale_history,instant_stress_index_rollstd_8,False
multiscale_history,instant_stress_index_rollmin_8,False
multiscale_history,instant_stress_index_rollmax_8,False
multiscale_history,instant_stress_index_rollslope_8,False
multiscale_history,instant_stress_index_rollmean_13,False
multiscale_history,instant_stress_index_rollstd_13,False
multiscale_history,instant_stress_index_rollmin_13,False
multiscale_history,instant_stress_index_rollmax_13,False
multiscale_history,instant_stress_index_rollslope_13,False
multiscale_history,instant_stress_index_rollmean_21,False
multiscale_history,instant_stress_index_rollstd_21,False
multiscale_history,instant_stress_index_rollmin_21,False
multiscale_history,instant_stress_index_rollmax_21,False
multiscale_history,instant_stress_index_rollslope_21,False
multiscale_history,instant_stress_index_ewmmean_3,False
multiscale_history,instant_stress_index_ewmstd_3,False
multiscale_history,instant_stress_index_ewmmean_5,False
multiscale_history,instant_stress_index_ewmstd_5,False
multiscale_history,instant_stress_index_ewmmean_8,False
multiscale_history,instant_stress_index_ewmstd_8,False
multiscale_history,instant_stress_index_ewmmean_13,False
multiscale_history,instant_stress_index_ewmstd_13,False
multiscale_history,current_temp_stress_index_lag1,False
multiscale_history,current_temp_stress_index_lag2,False
multiscale_history,current_temp_stress_index_lag3,False
multiscale_history,current_temp_stress_index_lag5,False
multiscale_history,current_temp_stress_index_lag8,False
multiscale_history,current_temp_stress_index_lag13,False
multiscale_history,current_temp_stress_index_diff1,False
multiscale_history,current_temp_stress_index_pct_change1,False
multiscale_history,current_temp_stress_index_rate_per_day1,False
multiscale_history,current_temp_stress_index_diff3,False
multiscale_history,current_temp_stress_index_pct_change3,False
multiscale_history,current_temp_stress_index_rate_per_day3,False
multiscale_history,current_temp_stress_index_diff5,False
multiscale_history,current_temp_stress_index_pct_change5,False
multiscale_history,current_temp_stress_index_rate_per_day5,False
multiscale_history,current_temp_stress_index_rollmean_2,False
multiscale_history,current_temp_stress_index_rollstd_2,False
multiscale_history,current_temp_stress_index_rollmin_2,False
multiscale_history,current_temp_stress_index_rollmax_2,False
multiscale_history,current_temp_stress_index_rollslope_2,False
multiscale_history,current_temp_stress_index_rollmean_3,False
multiscale_history,current_temp_stress_index_rollstd_3,False
multiscale_history,current_temp_stress_index_rollmin_3,False
multiscale_history,current_temp_stress_index_rollmax_3,False
multiscale_history,current_temp_stress_index_rollslope_3,False
multiscale_history,current_temp_stress_index_rollmean_5,False
multiscale_history,current_temp_stress_index_rollstd_5,False
multiscale_history,current_temp_stress_index_rollmin_5,False
multiscale_history,current_temp_stress_index_rollmax_5,False
multiscale_history,current_temp_stress_index_rollslope_5,False
multiscale_history,current_temp_stress_index_rollmean_8,False
multiscale_history,current_temp_stress_index_rollstd_8,False
multiscale_history,current_temp_stress_index_rollmin_8,False
multiscale_history,current_temp_stress_index_rollmax_8,True
multiscale_history,current_temp_stress_index_rollslope_8,False
multiscale_history,current_temp_stress_index_rollmean_13,False
multiscale_history,current_temp_stress_index_rollstd_13,True
multiscale_history,current_temp_stress_index_rollmin_13,False
multiscale_history,current_temp_stress_index_rollmax_13,True
multiscale_history,current_temp_stress_index_rollslope_13,False
multiscale_history,current_temp_stress_index_rollmean_21,True
multiscale_history,current_temp_stress_index_rollstd_21,False
multiscale_history,current_temp_stress_index_rollmin_21,False
multiscale_history,current_temp_stress_index_rollmax_21,True
multiscale_history,current_temp_stress_index_rollslope_21,False
multiscale_history,current_temp_stress_index_ewmmean_3,False
multiscale_history,current_temp_stress_index_ewmstd_3,False
multiscale_history,current_temp_stress_index_ewmmean_5,False
